,date,nums,season,air_temperature,relative_soil_mosture_p1,illumination_p1,soil_acidity_p1,relative_soil_mosture_p2,illumination_p2,soil_acidity_p2,relative_soil_mosture_p3,illumination_p3,soil_acidity_p3,relative_soil_mosture_p4,illumination_p4,soil_acidity_p4,relative_soil_mosture_p5,illumination_p5,soil_acidity_p5
11,2054-12-31,11,12,11.4,93.49912353,5.314008749,,90.98560101,7.550906375,,90.06005778,-1.146457767,,92.95582183,4.611631252,,89.80656789,-0.901690643,
12,2054-12-31,12,12,11.1,94.4702659,7.850893158,,91.54851499,4.703342586,,93.1117206,1.953463992,,92.66529549,9.323952686,,92.37462723,-1.939522187,
13,2054-12-31,13,12,10.5,93.85627754,1.493255572,,94.6823212,5.858308415,,96.40167372,4.155057723,,92.496241,8.250386853,,91.93665925,0.105423118,
14,2054-12-31,14,12,9.8,92.5304414,0.913985803,,95.67443477,10.22825258,,93.12748188,-0.862848324,,94.97318824,8.745028446,,95.97561887,-2.418675062,
15,2054-12-31,15,12,9.6,91.83696961,10.39612979,,92.15116076,8.198730317,,88.12761595,0.092643061,,87.73955541,-0.812727609,,90.55499323,5.838115592,
16,2054-12-30,16,12,9.4,92.75920327,9.536466935,,89.22411293,7.348931038,,89.7796815,2.420827486,,91.29422195,-2.313982351,,90.27644439,-1.62005182,
17,2054-12-30,17,12,8.3,91.90019031,3.28966537,,88.91432871,11.0315843,,91.22744398,11.32287753,,91.1417954,1.024235297,,89.08191945,10.62184756,
18,2054-12-30,18,12,7,87.92544134,11.05847237,,89.51897885,-2.346654127,,90.07970334,3.571371958,,86.45835479,-2.208655719,,87.12223442,8.929024294,
19,2054-12-30,19,12,6.6,85.25793466,2.821573483,,82.3052705,11.5509081,,83.90309193,5.804647217,,84.82125343,12.0673712,,82.98137195,3.69649743,
20,2054-12-30,20,12,6.3,87.10994391,-2.151330341,,86.82711798,-0.596847435,,88.06794076,11.22647554,,88.59003626,-2.099734601,,88.6545283,4.513498571,
21,2054-12-30,21,12,6.4,90.10265385,10.58653361,,90.10303074,3.383575991,,86.65919362,8.7773498,,89.37655824,7.261923433,,87.13330234,3.863106342,
22,2054-12-30,22,12,6.3,89.9968459,5.830643446,,91.99618801,-2.303549669,,89.37826119,6.82907333,,92.30862579,0.638631845,,89.85519633,6.194505342,
23,2054-12-30,23,12,6.5,89.83587951,10.70347155,,91.61015302,0.465772661,,90.95021946,1.375086431,,88.64800883,3.680399586,,87.67837648,11.45782414,
24,2054-12-29,24,12,6,87.78231906,2.192469283,,90.03941763,3.927138097,,88.25604606,4.510907884,,88.91531105,0.403842433,,86.57277277,11.61481732,
25,2054-12-29,25,12,5.6,90.55116017,7.68206174,,88.58048415,8.399207484,,87.49677918,0.52368779,,87.80705941,5.270392778,,90.99591013,12.47890239,
26,2054-12-29,26,12,6.5,84.82756156,8.026744334,,82.33337044,0.495870684,,85.17404772,6.686131721,,81.98859929,-0.88865171,,86.31545037,11.75029149,
27,2054-12-29,27,12,6.4,89.34496052,0.882686924,,89.90330687,6.960756117,,85.75552024,0.479689828,,90.36663327,8.619530666,,90.4079389,9.759650162,
28,2054-12-29,28,12,6.5,89.09155991,10.89077824,,89.88939806,-1.987497699,,89.63773414,6.542986101,,89.27251474,-0.561087909,,87.09127952,7.072283043,
29,2054-12-29,29,12,6.6,91.28949108,1.291133805,,88.37716228,-0.980998715,,91.3685288,6.045295494,,91.26551326,-1.317290305,,89.96195221,6.839678219,
30,2054-12-29,30,12,7.1,87.78162491,6.66809746,,84.74543096,1.377632794,,86.14596929,9.603475973,,85.6494645,1.718280689,,87.04834768,6.372774762,
31,2054-12-29,31,12,7.7,88.20343021,4.393672309,,88.82985271,8.54586263,,86.16398771,8.795123733,,86.88640251,9.921818919,,87.24637614,5.800270456,
32,2054-12-28,32,12,8.7,76.95323302,9.898693405,,77.64503664,6.373370401,,75.88953542,8.243692176,,75.81556933,7.813512129,,78.92182735,5.561907494,
33,2054-12-28,33,12,9.3,82.5386795,2.468031114,,86.67691945,2.292527089,,84.07385774,5.323474733,,87.31884792,-1.632185082,,84.45512894,1.751832236,
34,2054-12-28,34,12,9.7,80.98220866,12.05631378,,84.12615231,-1.382204851,,84.76357968,3.162347159,,83.36798937,5.700051758,,85.3831086,5.19147073,
35,2054-12-28,35,12,9.3,88.54678058,2.004120375,,90.78384605,2.951101355,,92.94325065,10.06273599,,89.03812397,7.949886345,,90.86156119,6.847096262,
36,2054-12-28,36,12,8.8,89.43734371,-2.109605295,,90.07069757,-1.340867984,,91.04974272,8.203027598,,91.21374053,12.30579582,,90.62093389,0.445125545,
37,2054-12-28,37,12,7.4,90.79779125,-1.14942648,,91.36766553,4.397455943,,92.22699474,8.583037428,,92.51979752,9.327331773,,91.24764152,12.10997659,
38,2054-12-28,38,12,7.1,91.68568945,3.488975784,,92.3215062,3.737699983,,88.46691133,12.04215331,,91.37822784,2.965235186,,92.22023092,5.003898141,
39,2054-12-28,39,12,7.7,90.35776372,12.25769354,,92.63422681,0.373292987,,88.54019586,4.664029011,,92.97002141,7.375017222,,93.31826939,9.79799213,
40,2054-12-27,40,12,8.9,90.92534803,8.41968661,,89.979136,8.125342349,,94.0607695,-0.150014968,,91.08677877,3.45862615,,90.30569075,3.197264572,
41,2054-12-27,41,12,9.4,89.47034284,11.12314252,,93.26721079,-0.581489664,,91.98485326,9.185159595,,92.96256072,2.586615823,,89.61721734,10.56209834,
42,2054-12-27,42,12,9.6,98.34332385,11.16973521,,96.32724874,8.642098178,,95.60780692,8.143236497,,94.87519694,-0.240480911,,97.03249786,-2.448475374,
43,2054-12-27,43,12,9.6,96.50949805,5.492147021,,97.47689203,4.145469069,,95.2737409,5.843885331,,94.39509697,5.328692694,,97.77083674,5.401217564,
44,2054-12-27,44,12,9.6,93.09732195,2.361323136,,94.29390138,2.776630063,,95.07632788,-0.356200713,,95.87791428,11.4058861,,93.86723787,5.930403846,
45,2054-12-27,45,12,9.4,94.40457226,1.126784447,,97.49708177,-1.218954535,,93.60433822,9.574210505,,98.06777099,3.268731495,,97.38239765,11.74297909,
46,2054-12-27,46,12,9.1,100.5330945,6.697438577,,98.69871887,10.32554332,,100.9387768,5.609468046,,101.2275775,8.207353517,,100.8104856,12.08696768,
47,2054-12-27,47,12,9.2,97.0727947,-2.052656735,,99.01308447,0.551495973,,99.42943934,-0.137152083,,95.77619336,6.387458834,,99.90372697,6.575744439,
48,2054-12-26,48,12,9.2,98.39069817,11.67367733,,97.29565019,0.397413795,,96.93284562,1.337517664,,99.56676783,2.948451912,,98.56506649,-1.693604008,
49,2054-12-26,49,12,9.4,100.3089051,5.536474261,6.564093372,95.66719686,-2.263732558,7.740270692,100.2582921,2.203533207,,98.60352119,9.40756125,7.48531959,97.24014845,5.03921329,
50,2054-12-26,50,12,9.8,96.05208165,8.200447537,7.021673126,100.3093024,11.65945896,7.428319276,100.0607325,7.373882491,,98.19966091,0.749120001,6.8841698,99.23506956,10.72506933,
51,2054-12-26,51,12,9.7,98.02275168,6.141383674,8.336740749,95.67209035,11.632207,8.103738449,97.33585594,11.90430955,,96.79877685,11.24359998,6.971696416,97.13879244,10.28438079,
52,2054-12-26,52,12,9.8,100.1769274,6.602767126,6.518500714,99.51131995,8.568226591,8.097840892,97.00969084,-1.52711271,,99.94049795,8.16236544,8.432745374,96.51499104,10.77248754,
53,2054-12-26,53,12,10.3,96.82952382,9.136337726,7.998462351,93.45879769,3.411467373,8.248200057,94.86710528,5.407674258,,96.10248364,6.366602627,8.02698316,95.92463203,-0.0143323,
54,2054-12-26,54,12,10.2,97.66405129,3.294258311,7.976606563,96.66421352,9.854907491,7.888232883,97.41750386,1.843892369,,95.44114242,5.997399338,7.586886282,95.35318676,4.766690424,
55,2054-12-26,55,12,10,96.78619984,8.161289544,8.390331757,96.39185953,10.98094293,7.537022812,98.06160448,9.097064556,,94.90457717,-0.950864876,7.993776801,98.82826031,4.843598434,
56,2054-12-25,56,12,10.3,96.43902198,2.747039595,8.362708822,94.10111646,12.25000306,6.687039248,96.00379124,3.750670581,,92.93130245,-0.94603582,7.845811429,95.86990872,3.082717442,
57,2054-12-25,57,12,10.2,96.42944953,5.67516338,8.255282048,97.33814956,5.528598268,7.55486589,95.93160519,4.408462331,,94.57776722,0.28004797,7.75326506,94.69382196,-1.956192902,
58,2054-12-25,58,12,10.6,95.58268952,12.03199423,6.553808718,96.29185325,10.40024094,7.165317863,95.12765788,3.323491261,,92.33838471,9.224311151,7.116705654,95.11786018,10.47893053,
59,2054-12-25,59,12,10.6,96.97059085,0.845043281,7.791563269,95.59485012,0.328317936,7.557179726,96.97452873,10.15440738,,96.60497821,-2.245405799,8.265439699,92.61936794,-1.76983862,
60,2054-12-25,60,12,10.6,98.55664632,1.196967507,6.823304877,97.58589531,4.517037006,6.687470874,96.28670142,-0.388867029,,95.32412136,-1.958496138,6.623297371,97.45538245,9.341110274,
61,2054-12-25,61,12,10.5,97.00868299,0.298517772,6.557709349,101.1437396,-2.346174472,7.177724484,98.16915598,1.735973234,,100.6968651,2.248794838,6.451829736,99.33768358,5.714291323,
62,2054-12-25,62,12,10.3,99.81336145,-2.58481544,6.351481945,97.68897491,2.339055182,7.669607992,100.2284941,2.229822596,,97.7484437,9.631723597,7.495148308,98.46100226,3.238211046,
63,2054-12-25,63,12,10.2,98.54462672,8.029954824,6.452076891,99.20982684,1.431470373,8.245607584,97.87340233,1.853992302,,100.6232635,-3.614491148,7.833299206,98.92762828,9.139350599,
64,2054-12-24,64,12,11.3,95.87722908,0.403280254,7.3497303,97.26637114,2.61224111,7.426199544,95.06793815,-1.039570018,,95.1672826,2.902271228,7.815349665,95.02551566,1.947926,
65,2054-12-24,65,12,12.2,96.43505195,9.746033674,7.049651034,96.97072531,5.974722066,7.057444519,95.95473324,4.323867955,,96.03139385,11.83546782,7.934517794,99.23574642,10.90386104,
66,2054-12-24,66,12,13.8,90.70772927,6.315669451,6.684720486,91.12993602,7.412544509,7.12453095,91.28692927,3.744500786,,95.49933962,12.00513781,6.416505791,94.49465158,1.414051751,
67,2054-12-24,67,12,15.4,90.59499741,-1.76262515,6.963767888,92.93828305,3.554675708,6.638305115,90.93832502,2.957438665,,89.23911747,-1.677618205,6.90650657,91.26285736,3.299895615,
68,2054-12-24,68,12,17,92.62146864,0.62432296,7.789396536,93.71482721,9.92186196,8.132736629,92.63250674,8.035147631,,92.92411004,-1.278925,7.151107805,95.33009845,9.106662067,7.376421321
69,2054-12-24,69,12,16.7,97.70515436,6.591767405,6.294294484,98.26610067,0.941164899,7.139647759,95.08552956,6.480460459,,95.43278688,9.516654289,6.993423083,98.53917727,-2.402433408,6.7772232
70,2054-12-24,70,12,16.3,97.96316745,-0.201822583,6.288829795,97.34297448,9.913626932,7.308662651,95.78186398,1.999729369,,94.47461233,-1.204493285,7.160593947,94.91996535,5.422868089,7.938915196
71,2054-12-24,71,12,16.1,97.11229335,0.084956177,6.795997669,95.55977546,5.118613238,6.474204224,96.57103994,9.95108822,,95.37598269,5.513885764,7.097178969,94.64692087,10.34264213,7.495327475
72,2054-12-23,72,12,15.9,96.30703258,3.46570267,7.203425942,94.87688731,11.2684136,7.044949925,93.68941055,10.999277,,94.26569116,10.13733203,7.255908149,94.66356552,10.32670149,6.670796256
73,2054-12-23,73,12,15.7,95.16243028,0.179575948,7.780446372,94.117382,3.382009961,7.239598183,95.38272914,0.127629657,,95.78577402,2.032351217,6.256756995,96.14710359,7.718643557,7.467677431
74,2054-12-23,74,12,15.5,93.56774154,3.764662742,7.017084265,95.51273582,8.963779679,8.197301339,94.40212952,6.665390597,,94.80473025,4.182613689,7.816869378,95.8632587,10.02866828,7.213474081
75,2054-12-23,75,12,14.7,94.05493702,4.567700702,7.169974812,94.77412589,9.681376245,7.266842502,97.30344031,9.486995048,,95.23341645,0.233860946,6.529388003,93.14660061,5.936268768,7.034336643
76,2054-12-23,76,12,14.5,97.38794395,2.040194915,6.686043484,92.76149546,11.75472935,7.506978786,,11.76509909,,93.84242681,9.152746523,7.063545825,96.38583549,8.080097762,7.897721798
77,2054-12-23,77,12,14.2,96.70872444,11.18636276,6.192227145,95.57161638,-0.098840809,6.430942689,,6.33204742,,93.8091143,3.363334317,7.158053591,94.81626849,-1.812510154,7.389487661
78,2054-12-23,78,12,13.6,96.28120009,4.894262927,8.093818237,97.28507256,11.965631,7.047763969,,1.842970567,,96.18463138,0.468322422,7.554675479,96.50558989,3.506780921,6.276235638
79,2054-12-23,79,12,12.7,96.88205547,10.8592022,6.49348682,98.53590213,-0.757138486,6.284012039,,1.122565688,,95.73136923,2.342476652,7.27490692,96.02431472,-0.928934875,7.894919083
80,2054-12-22,80,12,12.7,95.50507276,7.468967253,7.125172267,95.17000863,1.512582309,7.27087563,,10.55903806,,94.22560995,0.521539536,7.909918675,93.38207171,8.599794479,8.023842741
81,2054-12-22,81,12,12.8,95.84819889,10.52135758,6.659494826,93.86248956,-1.678010675,6.212230514,,10.1196497,,92.59741227,4.638405807,6.544491226,94.98947174,10.2085812,7.164403102
82,2054-12-22,82,12,12.8,96.6926749,-2.346423239,6.31284451,92.65044585,1.290479975,8.097691799,,11.69983998,,96.43315331,1.701554597,6.754280957,96.55259358,7.036378697,6.502582451
83,2054-12-22,83,12,12.8,88.90993437,-0.093047783,6.59475738,91.82805416,1.318711696,6.873343044,,2.400864148,,91.59983233,-2.062953123,7.130443105,92.07578397,-2.022920103,6.460535379
84,2054-12-22,84,12,12.2,91.26738599,3.079047299,7.326274446,89.98483716,11.10310914,7.627358052,,11.10616693,,89.09641059,4.027183237,6.958697567,91.73227651,4.069173219,6.272473168
85,2054-12-22,85,12,11.9,88.74760844,1.268052916,7.806904911,90.97318131,4.106318027,7.922226196,,8.899827652,,88.75035662,2.077701916,6.828840058,86.52904346,3.252163094,6.444926607
86,2054-12-22,86,12,11.8,85.31338194,5.254397101,7.614969736,87.20700681,3.50677042,7.992088974,,8.557846395,,84.40645867,11.18082346,7.506010526,85.53651292,-0.754099575,7.952204001
87,2054-12-22,87,12,12,84.47807509,0.885143717,7.756414176,80.99822141,10.98444052,6.824991229,,5.24462812,,84.58376489,3.814628699,6.266956398,82.09112623,10.46972557,7.467799195
88,2054-12-21,88,12,12.1,77.42805217,6.813260755,6.34243283,74.01297161,3.634533451,7.596717031,,-0.092419726,,77.95921346,2.867571017,7.857443263,74.71548988,6.19944201,7.043146155
89,2054-12-21,89,12,12.5,52.94480324,9.034070187,7.764405599,54.5523108,10.20315766,6.931256274,,-2.083373826,,51.6092369,2.755060589,6.941703281,53.33194052,9.361650027,7.755863362
90,2054-12-21,90,12,12.7,54.28636197,4.240336106,7.514953253,54.33287516,8.452387884,7.674790396,,-2.169794616,,55.80798285,-0.521639534,7.282411482,55.25952342,-2.432380587,6.578375394
91,2054-12-21,91,12,12.1,63.60934095,-0.38330123,7.00969398,62.93419454,-0.652335101,7.906512136,,11.19457825,,61.56601198,9.173513483,6.206871079,65.07129596,11.15911652,6.005493274
92,2054-12-21,92,12,11.2,75.8836137,5.850795879,6.986691272,71.95967521,-0.234261369,6.812302553,,6.638269141,,71.74382711,11.10138569,6.68066827,71.76372991,6.789447535,6.929613426
93,2054-12-21,93,12,10.7,78.20421879,11.02297014,6.223604406,78.4574162,1.620900985,6.764148027,,3.786699793,,76.77293731,11.57237385,7.191875788,80.46108712,6.454663744,7.467288418
94,2054-12-21,94,12,9,83.89567186,31.27619765,7.767515215,84.84599184,28.61291234,6.617798487,,27.51039545,,83.92470126,31.03670777,6.186251714,85.29047425,23.82596622,6.372739981
95,2054-12-21,95,12,9.8,80.256191,7.890650402,7.203316185,79.05730015,2.322036868,6.032603274,,10.53842968,,79.31484425,3.325641393,6.970269952,80.52197388,8.369046717,6.340845328
96,2054-12-20,96,12,10.7,76.36581833,3.247547191,6.048807214,73.58410008,9.567976653,7.793678308,,12.1676035,,72.85847061,6.95155196,6.621511511,75.81647908,16.95648322,7.977613756
97,2054-12-20,97,12,10.7,76.21449439,2.67594697,7.153624592,77.69632704,13.96957753,6.517229918,,15.70647957,,78.62129785,11.52252173,7.14242115,77.73999845,3.415145239,6.374348995
98,2054-12-20,98,12,11.6,73.15986783,14.83826047,6.732095814,73.31891806,3.338364321,7.076942444,,17.10901179,,73.94683385,4.855828488,6.301302952,72.58971066,5.092995643,6.563038352
99,2054-12-20,99,12,10.4,80.64068072,58.90263788,7.613050379,77.88083244,52.82702446,7.947028048,,62.87017998,,78.36855775,60.98294149,7.533672697,77.03171038,61.66611237,8.018634632
100,2054-12-20,100,12,9.9,81.23598673,37.91274371,7.166805672,81.25706982,35.31392542,7.106361383,,44.71404159,,80.08841683,39.89854933,7.574484546,81.85248652,46.44790903,7.615138355
101,2054-12-20,101,12,10.1,80.64132781,34.84137388,7.013663432,80.17177508,39.62101563,7.846434163,,41.41387475,,80.37559791,34.6783865,6.889515213,77.89937056,42.72951525,7.193144852
102,2054-12-20,102,12,11.4,71.53132638,9.44716039,6.951601421,72.94522141,7.141748612,6.608593685,,8.476677856,,71.86776468,7.682050233,6.437167985,73.21299458,5.007783252,7.403466485
103,2054-12-20,103,12,12.3,65.02982453,24.23316517,6.997358234,64.27275488,21.08524544,8.091096029,,28.4909486,,65.33738112,31.88793123,6.771985529,67.17846859,30.31351364,8.068947323
104,2054-12-19,104,12,12.9,63.80943345,30.25895785,7.952882789,64.05632672,32.3847374,6.511467395,,29.14616757,,61.00039206,28.10809446,6.509962874,63.49864134,28.69077669,6.600262435
105,2054-12-19,105,12,13.4,59.89934969,14.08667727,7.128335387,59.13224066,14.26966665,7.902588051,,16.54941204,,58.29993077,12.05889832,6.007314654,58.38979624,4.379069331,6.390934714
106,2054-12-19,106,12,14.2,59.92806092,10.09513296,6.942327817,63.19808139,4.654375968,7.89106781,,14.65392544,,61.53036156,14.37921833,7.798939829,62.64334838,9.068191756,6.678531077
107,2054-12-19,107,12,14.6,63.68790277,16.87291288,7.172481707,62.51821258,9.092365669,7.815195743,,12.19482192,,61.81162887,14.81269727,7.972742698,60.9760883,11.9653143,6.590018827
108,2054-12-19,108,12,14.5,61.68354715,9.580450975,7.074591112,62.85771833,15.19826629,7.712961557,,13.52171328,,62.68425944,11.56860636,6.462515891,60.6433955,2.933895457,6.680057628
109,2054-12-19,109,12,15.2,63.94206046,28.40607963,7.325346489,61.55859025,31.6521505,7.8857987,,31.41698685,,61.2929155,20.54563956,6.214511058,60.31336939,29.46295821,6.832415698
110,2054-12-19,110,12,16.5,80.06686118,2.45970711,7.69036567,80.0297821,2.630230819,6.172685812,,-0.867019577,,78.90950593,11.9558747,6.472875808,76.92756521,-2.331378114,6.879147407
111,2054-12-19,111,12,16.1,88.14501478,10.17788474,6.750730296,90.85012432,-0.531773293,7.884588683,,0.379901163,,87.10662333,2.71906637,7.990766187,90.12735273,0.672582692,7.737359922
112,2054-12-18,112,12,15.6,93.32238379,5.10653128,6.918048983,94.3603076,-0.923221703,8.070649125,,-1.019031826,,93.1708991,2.178913489,7.804345465,92.10799859,0.371564202,6.532415251
113,2054-12-18,113,12,14.8,94.37896626,5.689902586,7.762821145,96.88071965,7.110251204,6.297949323,,1.770724727,,94.1245544,-0.113663294,7.170720274,96.28391068,10.36165885,8.024407319
114,2054-12-18,114,12,13.4,96.06306141,5.103334664,6.998677936,94.40033398,-0.421114764,7.681313104,,7.698385696,,95.43879103,1.053410729,7.871637967,94.46669259,12.29069085,7.421060599
115,2054-12-18,115,12,12.9,92.66039616,4.197122795,6.910892023,90.76442324,0.936723242,7.566675651,,7.282180679,,88.80551034,-2.041198808,6.276866485,92.90800419,6.891328537,7.129267081
116,2054-12-18,116,12,9.4,98.16946308,20.93507735,8.052245897,100.7548731,22.46489021,8.075499161,,29.7313637,,98.22104947,22.05392802,6.841993165,100.7600443,18.16790154,7.152286195
117,2054-12-18,117,12,11,94.76367334,10.32431307,6.531456507,94.48126606,8.431002169,7.949733339,,8.711764947,,97.03746142,15.05978374,7.231782045,97.51489028,15.52091458,6.704098023
118,2054-12-18,118,12,12.4,92.41230366,3.002783403,7.50073756,93.35588829,10.98890973,8.06412023,,0.822393664,,93.63054814,2.931532811,6.455365897,91.72715773,2.523063746,6.177578231
119,2054-12-18,119,12,12.4,89.3174945,2.410792077,7.126538674,92.74714288,-2.078666946,6.647753657,,12.16599937,,89.26710359,0.681608954,6.652295494,92.11664829,9.184598898,6.557001158
120,2054-12-17,120,12,12.2,94.31765915,-0.550037271,7.25367031,96.31742078,8.977906679,7.42506942,,9.632920727,,92.91278436,12.22410364,6.594712254,93.72299231,12.1838585,6.189401939
121,2054-12-17,121,12,12.2,95.95494786,-1.582374966,7.500650707,94.24391793,7.080645198,6.087401706,,4.280506242,,95.87801163,-0.107854821,6.125276716,93.33279521,8.451788592,6.133309761
122,2054-12-17,122,12,11.9,94.48575687,11.36514468,6.607252914,92.21541328,6.728879725,7.295643041,,2.128447519,,92.78595077,11.91995107,6.077652236,92.33115472,11.03958061,7.882998064
123,2054-12-17,123,12,12.5,86.38640219,5.997320153,6.477860121,83.80013764,-1.40225511,7.722202689,,0.182853323,,84.48266641,2.879773268,6.842649941,87.44733459,9.780729778,7.965066935
124,2054-12-17,124,12,11.9,90.14932998,10.01013083,7.423400814,90.79456161,8.946215992,7.806858787,,8.889802587,,93.66301579,12.19140567,6.046855949,91.31970111,6.722935014,7.134126236
125,2054-12-17,125,12,12.4,84.31019588,13.19723463,7.424552911,86.09208633,7.323798485,6.391054022,,8.997148587,,85.04763091,15.54818961,6.799989575,84.1020822,12.99960745,6.33589023
126,2054-12-17,126,12,13,90.91318388,8.1778947,5.962125593,91.14878479,7.433875733,6.027012294,,0.928890466,,88.66965986,-1.935176988,7.541009745,89.50266612,-0.766167315,6.03490796
127,2054-12-17,127,12,13.1,91.43414516,4.096874401,7.259737366,90.01087107,11.11058006,7.146364982,,5.422304033,,88.65849193,4.870706481,6.873467237,88.58850317,12.31743249,6.397410783
128,2054-12-16,128,12,13,85.53558713,3.105052291,6.428566637,89.43416429,7.448811417,7.655362969,,10.84462,,90.29875874,9.863551486,6.397532829,87.70870218,-0.519313067,6.075354918
129,2054-12-16,129,12,12.6,84.99565704,9.904692875,6.878393798,85.72168954,13.59524535,6.395311951,,2.500525572,,87.66945689,15.70764558,6.197995276,86.51689745,17.37805513,7.244541047
130,2054-12-16,130,12,12.5,91.07258669,0.646058001,6.565330332,87.75773254,12.45938668,7.885182028,,7.670201091,,88.60843921,10.85365568,7.278255918,90.87157613,8.0228598,7.498909215
131,2054-12-16,131,12,12.2,86.02053502,10.07630083,6.268153366,85.73818534,5.327191965,7.519493119,,11.88765648,,88.47241845,10.38789689,7.695446111,87.13127022,7.795350804,6.76782981
132,2054-12-16,132,12,11.7,88.04482776,3.105393683,6.973204432,88.29061686,0.395171514,7.85563913,,7.313217161,,89.42614277,7.316443565,6.308559671,86.8726758,8.449601179,7.659193254
133,2054-12-16,133,12,11.9,91.55122997,6.253666421,7.516195118,88.65725398,5.786558767,,,1.182317069,,90.81729832,4.258875231,6.510362123,92.88231747,-0.050259993,7.662485288
134,2054-12-16,134,12,11.2,93.92543315,9.172000573,6.535926355,95.84553088,6.135810044,,,1.001724111,,91.98477027,7.021713743,6.216733117,93.06736554,9.67763487,6.614265553
135,2054-12-16,135,12,10.7,95.87376106,10.82267464,7.234816819,97.02066168,1.761393922,,,5.872163581,,96.89467854,-0.272374931,6.699695757,96.34360675,11.27465738,7.712706735
136,2054-12-15,136,12,11.7,94.70009982,5.0972792,6.267000466,98.28579646,12.40077392,,,8.598156291,,98.34097772,1.203029969,7.324136193,96.9575155,-2.199556941,7.627785215
137,2054-12-15,137,12,11,96.56030773,6.479890746,6.649868576,97.42139801,0.046205721,,,7.564024203,,98.74968175,8.716036214,6.905925587,96.67014935,10.55989743,7.985142682
138,2054-12-15,138,12,10.5,99.29322284,6.251503653,7.401092766,96.14771716,4.827409915,,,1.950133579,,98.2581305,9.403668175,6.72078727,94.64617852,10.41469483,6.061879547
139,2054-12-15,139,12,10,96.58032619,1.941813229,8.010958937,95.91122993,-1.300370002,,,7.470075164,,93.71002696,11.74060688,7.240848652,97.29587498,-0.17750358,7.742407092
140,2054-12-15,140,12,9.5,91.70386821,1.922541915,8.006396043,92.64819953,12.42174178,,,7.517189649,,92.58090106,3.046024049,7.538487994,90.52506645,5.35623733,6.21903837
141,2054-12-15,141,12,8.9,94.33405113,4.912842222,7.899896833,94.17342118,7.039072225,,,6.987304612,,93.36651992,-1.892112533,7.021215277,89.8359314,9.872371447,6.307334506
142,2054-12-15,142,12,8.8,91.38350823,9.834729409,7.750026812,90.10432479,9.880827108,,,-1.473374428,,92.58377434,2.962339042,7.371133995,92.93737853,8.796107357,6.495965968
143,2054-12-15,143,12,8.6,88.9671347,9.668804147,7.4136737,86.12280603,5.439841944,,,9.250524732,,86.13264639,11.70709121,6.968723353,89.39475732,-0.702052349,6.740305228
144,2054-12-14,144,12,8.4,89.68129892,2.273367504,7.471966392,89.56893946,5.448807003,,,-1.439613502,,89.35371961,2.989458099,6.186484834,86.90333761,3.756067556,7.524465547
145,2054-12-14,145,12,9.2,84.80285563,3.449192391,6.506329489,83.93189717,11.78093945,,,-1.281209577,,87.9999299,-0.909627167,6.295050449,84.82451364,3.767093304,6.984613063
146,2054-12-14,146,12,10.4,84.24283068,-1.2819572,7.881349443,81.5792159,6.794818863,,,3.362310772,,85.70548095,7.094246858,7.485018755,85.0118122,9.931968334,6.515853699
147,2054-12-14,147,12,10.5,81.304063,7.703625771,6.914290863,83.35706459,6.061244455,,,7.146102,,82.69996728,-0.595824296,6.764707645,84.6306073,8.729166685,6.919699009
